municipality_geoid,county_name,municipality_name,police_service_type,provider_name,provider_ori,service_area_id,admitted_concurrent_oris,adjudicated_alias_oris,target_year_disposition,municipality_population,source_url,source_modified_utc
4207121072,Lancaster,East Earl Township,Municipal Police Force,East Earl Twp,PA0363900,42:police_service:PA0363900,,,2024_active_official_provider,6699,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207121232,Lancaster,East Hempfield Township,Municipal Police Force,East Hempfield Twp,PA0362300,42:police_service:PA0362300,,,2024_active_official_provider,26304,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207121344,Lancaster,East Lampeter Township,Municipal Police Force,East Lampeter Twp,PA0364000,42:police_service:PA0364000,,,2024_active_official_provider,17776,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207121688,Lancaster,East Petersburg Borough,Regional Police Service,Northern Lancaster County Regional,PA0365800,42:police_service:PA0365800,,,2024_fbi_covered_by,4573,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207122336,Lancaster,Eden Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,2239,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207123008,Lancaster,Elizabeth Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,3985,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207123016,Lancaster,Elizabethtown Borough,Municipal Police Force,Elizabethtown Boro,PA0360200,42:police_service:PA0360200,,,2024_provider_identity_reviewed,11639,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207123832,Lancaster,Ephrata Borough,Municipal Police Force,Ephrata Boro,PA0360300,42:police_service:PA0360300,,,2024_fbi_covered_by,13794,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207123840,Lancaster,Ephrata Township,Police Service contracted from another municipality,Ephrata Boro,PA0360300,42:police_service:PA0360300,,,2024_fbi_covered_by,10386,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207128168,Lancaster,Fulton Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,3214,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207141216,Lancaster,Lancaster City,Municipal Police Force,Lancaster City,PA0360500,42:police_service:PA0360500,,,2024_provider_identity_reviewed,58039,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207141224,Lancaster,Lancaster Township,Municipal Police Force,Lancaster Twp,PA0360800,42:police_service:PA0360800,,PA0366200,2024_fbi_covered_by;2025_no_independent_cius_row,18642,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207142080,Lancaster,Leacock Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,5652,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207143816,Lancaster,Lititz Borough,Municipal Police Force,Lititz Boro,PA0360600,42:police_service:PA0360600,,,2024_provider_identity_reviewed,9381,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207143832,Lancaster,Little Britain Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,4118,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207146888,Lancaster,Manheim Borough,Municipal Police Force,Manheim Boro,PA0360700,42:police_service:PA0360700,,,2024_provider_identity_reviewed,5046,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207146896,Lancaster,Manheim Township,Municipal Police Force,Manheim Twp,PA0360800,42:police_service:PA0360800,,,2024_active_official_provider,43977,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207146992,Lancaster,Manor Township,Municipal Police Force,Manor Twp,PA0362500,42:police_service:PA0362500,,,2024_active_official_provider,21849,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207147424,Lancaster,Marietta Borough,Regional Police Service,Susquehanna Regional Police Department,PA0363800,42:police_service:PA0363800,,,2024_fbi_covered_by,2623,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207147824,Lancaster,Martic Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,5221,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207149728,Lancaster,Millersville Borough,Municipal Police Force,Millersville Boro,PA0361300,42:police_service:PA0361300,,,2024_provider_identity_reviewed,7903,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207151656,Lancaster,Mount Joy Borough,Municipal Police Force,Mount Joy Boro,PA0361000,42:police_service:PA0361000,,,2024_provider_identity_reviewed,8325,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207151664,Lancaster,Mount Joy Township,Regional Police Service,Northwest Regional Lancaster County Police Department,PA0362600,42:police_service:PA0362600,,,2024_provider_identity_reviewed,10721,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207152016,Lancaster,Mountville Borough,Police Service contracted from another municipality,West Hempfield Twp,PA0363400,42:police_service:PA0363400,,,2024_fbi_covered_by,3017,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207153696,Lancaster,New Holland Borough,Police Service contracted from another municipality,West Earl Twp,PA0361100,42:police_service:PA0361100,,,2024_fbi_covered_by,5743,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207157848,Lancaster,Paradise Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,5672,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207158840,Lancaster,Penn Township,Regional Police Service,Northern Lancaster County Regional Police Department,PA0365800,42:police_service:PA0365800,,,2024_fbi_covered_by,10210,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207159360,Lancaster,Pequea Township,Municipal Police Force,Pequea Twp,PA0362700,42:police_service:PA0362700,,,2024_provider_identity_reviewed,5474,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207162832,Lancaster,Providence Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,6995,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207163064,Lancaster,Quarryville Borough,Municipal Police Force,Quarryville Boro,PA0362900,42:police_service:PA0362900,,,2024_provider_identity_reviewed,2843,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207163440,Lancaster,Rapho Township,Police Service contracted from another municipality,Manheim Boro,PA0360700,42:police_service:PA0360700,,,2024_provider_identity_reviewed,12024,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207167096,Lancaster,Sadsbury Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_fbi_covered_by,3536,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207167568,Lancaster,Salisbury Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,11494,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207174712,Lancaster,Strasburg Borough,Municipal Police Force,Strasburg Boro,PA0363000,42:police_service:PA0363000,,,2024_provider_identity_reviewed,3117,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207174720,Lancaster,Strasburg Township,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_provider_identity_reviewed,4457,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207176400,Lancaster,Terre Hill Borough,State Police coverage only,State Police Coverage Only,PA036SP00,42:police_service:PA036SP00,,PAPSP4700,2024_fbi_covered_by,1357,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207179080,Lancaster,Upper Leacock Township,Police Service contracted from another municipality,East Lampeter Twp,PA0364000,42:police_service:PA0364000,,,2024_fbi_covered_by,8921,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207181168,Lancaster,Warwick Township,Regional Police Service,Northern Lancaster County Regional Police,PA0365800,42:police_service:PA0365800,,,2024_fbi_covered_by,19022,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207182728,Lancaster,West Cocalico Township,Police Service contracted from another municipality,Ephrata Boro,PA0360300,42:police_service:PA0360300,,,2024_fbi_covered_by,7456,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207182816,Lancaster,West Donegal Township,Regional Police Service,Northwest Regional Lancaster County Police Department,PA0362600,42:police_service:PA0362600,,,2024_provider_identity_reviewed,8944,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207182824,Lancaster,West Earl Township,Municipal Police Force,West Earl Twp,PA0364800,42:police_service:PA0364800,,,2024_active_official_provider,8560,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207183152,Lancaster,West Hempfield Township,Municipal Police Force,West Hempfield Twp,PA0363400,42:police_service:PA0363400,,,2024_active_official_provider,17020,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207183256,Lancaster,West Lampeter Township,Municipal Police Force,West Lampeter Twp,PA0361400,42:police_service:PA0361400,,,2024_active_official_provider,17383,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207305936,Lawrence,Bessemer Borough,Municipal Police Force,Bessemer Boro,PA0370400,42:police_service:PA0370400,,,2024_provider_identity_reviewed,1076,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207323280,Lawrence,Ellport Borough,Police Service contracted from another municipality,Ellwood City Boro,PA0370100,42:police_service:PA0370100,,,2024_provider_identity_reviewed,1082,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207323304,Lawrence,Ellwood City Borough,Municipal Police Force,Ellwood City Boro,PA0370100,42:police_service:PA0370100,,,2024_provider_identity_reviewed,7032,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207323768,Lawrence,Enon Valley Borough,Police Service contracted from another municipality,Little Beaver Twp,PA0372100,42:police_service:PA0372100,,,2024_provider_identity_reviewed,301,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207334248,Lawrence,Hickory Township,State Police coverage only,State Police Coverage Only,PA0371900,42:police_service:PA0371900,,,2024_active_predecessor_before_psp,2320,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207343824,Lawrence,Little Beaver Township,Municipal Police Force,Little Beaver Twp,PA0372100,42:police_service:PA0372100,,,2024_provider_identity_reviewed,1224,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207346648,Lawrence,Mahoning Township,Municipal Police Force,Mahoning Twp,PA0372000,42:police_service:PA0372000,,,2024_provider_identity_reviewed,2708,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207353064,Lawrence,Neshannock Township,Municipal Police Force,Neshannock Twp,PA0370500,42:police_service:PA0370500,,,2024_provider_identity_reviewed,9843,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207353184,Lawrence,New Beaver Borough,Municipal Police Force,New Beaver Boro,PA0371800,42:police_service:PA0371800,,,2024_provider_identity_reviewed,1372,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207353368,Lawrence,New Castle City,Municipal Police Force,New Castle City,PA0370200,42:police_service:PA0370200,,,2024_provider_identity_reviewed,21926,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207354352,Lawrence,New Wilmington Borough,Municipal Police Force,New Wilmington Boro,PA0370600,42:police_service:PA0370600,,,2024_provider_identity_reviewed,2092,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207354768,Lawrence,North Beaver Township,Municipal Police Force,North Beaver Twp,PA0370700,42:police_service:PA0370700,,,2024_provider_identity_reviewed,3962,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207359488,Lawrence,Perry Township,State Police coverage only,State Police Coverage Only,PA037SP00,42:police_service:PA037SP00,,PAPSP6200,2024_fbi_covered_by,1853,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207361104,Lawrence,Plain Grove Township,State Police coverage only,State Police Coverage Only,PA037SP00,42:police_service:PA037SP00,,PAPSP6200,2024_provider_identity_reviewed,777,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207362904,Lawrence,Pulaski Township,Municipal Police Force,Pulaski Twp,PA0371400,42:police_service:PA0371400,,,2024_active_official_provider,3102,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207368408,Lawrence,Scott Township,State Police coverage only,State Police Coverage Only,PA037SP00,42:police_service:PA037SP00,,PAPSP6200,2024_provider_identity_reviewed,2176,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207370080,Lawrence,Shenango Township,Municipal Police Force,Shenango Twp,PA0370300,42:police_service:PA0370300,,,2024_active_official_provider,7133,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207371200,Lawrence,Slippery Rock Township,State Police coverage only,State Police Coverage Only,PA037SP00,42:police_service:PA037SP00,,PAPSP6200,2024_provider_identity_reviewed,2913,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207371620,Lawrence,S.N.P.J. Borough,Regional Police Service,Northwest Lawrence County Regional Police Department,PA0370700,42:police_service:PA0370700,,,2024_provider_identity_reviewed,18,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207372376,Lawrence,South New Castle Borough,Police Service contracted from another municipality,Shenango Twp,PA0370300,42:police_service:PA0370300,,,2024_fbi_covered_by,647,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207376192,Lawrence,Taylor Township,Police Service contracted from another municipality,New Castle City,PA0370200,42:police_service:PA0370200,,,2024_provider_identity_reviewed,989,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207378368,Lawrence,Union Township,Municipal Police Force,Union Twp,PA0370800,42:police_service:PA0370800,,,2024_active_official_provider,4996,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207380368,Lawrence,Volant Borough,State Police coverage only,State Police Coverage Only,PA037SP00,42:police_service:PA037SP00,,PAPSP6200,2024_provider_identity_reviewed,126,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207380880,Lawrence,Wampum Borough,Municipal Police Force,Wampum Boro,PA0371700,42:police_service:PA0371700,,,2024_provider_identity_reviewed,559,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207381272,Lawrence,Washington Township,State Police coverage only,State Police Coverage Only,PA037SP00,42:police_service:PA037SP00,,PAPSP6200,2024_provider_identity_reviewed,711,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207381776,Lawrence,Wayne Township,Municipal Police Force,Wayne Twp,PA0371000,42:police_service:PA0371000,,,2024_active_official_provider,2469,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207385504,Lawrence,Wilmington Township,State Police coverage only,State Police Coverage Only,PA037SP00,42:police_service:PA037SP00,,PAPSP6200,2024_provider_identity_reviewed,2663,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207502600,Lebanon,Annville Township,Regional Police Service,Western Lebanon County Regional,PA0383300,42:police_service:PA0383300,,,2024_provider_identity_reviewed,4759,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207506040,Lebanon,Bethel Township,State Police coverage only,State Police Coverage Only,PA038SP00,42:police_service:PA038SP00,,,2024_fbi_covered_by,5132,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207514160,Lebanon,Cleona Borough,Municipal Police Force,Cleona Boro,PA0381400,42:police_service:PA0381400,,,2024_fbi_covered_by,2013,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207516256,Lebanon,Cornwall Borough,Municipal Police Force,Cornwall Boro,PA0380900,42:police_service:PA0380900,,,2024_fbi_covered_by,4604,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207521224,Lebanon,East Hanover Township,State Police coverage only,State Police Coverage Only,PA038SP00,42:police_service:PA038SP00,,,2024_provider_identity_reviewed,2658,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207533608,Lebanon,Heidelberg Township,State Police coverage only,State Police Coverage Only,PA038SP00,42:police_service:PA038SP00,,,2024_fbi_covered_by,4095,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207537392,Lebanon,Jackson Township,State Police coverage only,State Police Coverage Only,PA038SP00,42:police_service:PA038SP00,,,2024_provider_identity_reviewed,9348,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207538400,Lebanon,Jonestown Borough,Police Service contracted from another municipality,Cleona Boro,PA0381400,42:police_service:PA0381400,,,2024_provider_identity_reviewed,1638,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207542168,Lebanon,Lebanon City,Municipal Police Force,Lebanon City,PA0380200,42:police_service:PA0380200,,,2024_provider_identity_reviewed,26814,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207549560,Lebanon,Millcreek Township,Municipal Police Force,Millcreek Twp,PA0382400,42:police_service:PA0382400,,,2024_active_official_provider,4368,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207551568,Lebanon,Mount Gretna Borough,Police Service contracted from another municipality,Cornwall Boro,PA0380900,42:police_service:PA0380900,,,2024_fbi_covered_by,193,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207552488,Lebanon,Myerstown Borough,State Police coverage only,State Police Coverage Only,PA038SP00,42:police_service:PA038SP00,,,2024_fbi_covered_by,3094,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207554720,Lebanon,North Annville Township,Police Service contracted from another municipality,Cleona Boro,PA0381400,42:police_service:PA0381400,,,2024_fbi_covered_by,2267,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207554928,Lebanon,North Cornwall Township,Regional Police Service,Lebanon County Regional Police Department,PA0381200,42:police_service:PA0381200,,,2024_pre_2025_regionalization,8489,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207555160,Lebanon,North Lebanon Township,Regional Police Service,Lebanon Co Regional Police,PA0381300,42:police_service:PA0381300,,,2024_pre_2025_regionalization,12041,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207555176,Lebanon,North Londonderry Township,Municipal Police Force,North Londonderry Twp,PA0381600,42:police_service:PA0381600,,,2024_provider_identity_reviewed,8911,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207557720,Lebanon,Palmyra Borough,Regional Police Service,Western Lebanon County Regional,PA0383300,42:police_service:PA0383300,,,2024_provider_identity_reviewed,7830,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207564560,Lebanon,Richland Borough,State Police coverage only,State Police Coverage Only,PA0382400,42:police_service:PA0382400,,,2024_fbi_covered_by,1496,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207571928,Lebanon,South Annville Township,Municipal Police Force,South Annville Twp,PA0381700,42:police_service:PA0381700,,,2024_active_official_provider,3438,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207572288,Lebanon,South Lebanon Township,Municipal Police Force,South Lebanon Twp,PA0380600,42:police_service:PA0380600,,,2024_provider_identity_reviewed,10416,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
