ori9,year,header_months,agency_indicator,city_name,header_population,state_abbr,in_nibrs_lane,in_srs_lane,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,defect,absent_from_both_lanes
FL0160400,2019,1,city,neptune beach,7332.0,FL,False,True,NEPTUNE BEACH,local_police,7332.0,031,48100,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MS0540100,2019,1,city,batesville,7234.0,MS,False,True,BATESVILLE,local_police,7272.0,107,03620,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0450000,2019,2,county,hayneville,7124.0,AL,False,True,LOWNDES,sheriff,7175.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0120000,2019,2,county,cameron,6934.0,LA,False,True,CAMERON,sheriff,6963.0,023,99023,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0020200,2019,1,city,delphos,6930.0,OH,False,True,DELPHOS,local_police,7077.0,003,21602,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0570200,2019,1,city,gulf breeze,6843.0,FL,False,True,GULF BREEZE,local_police,7219.0,113,28000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0950000,2019,5,county,forest city,6715.0,IA,False,True,WINNEBAGO,sheriff,6781.0,189,99189,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI2578200,2019,12,city,clio,6689.0,MI,False,True,THETFORD TOWNSHIP,local_police,6699.0,049,79460,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0352800,2019,1,city,walden,6670.0,NY,False,True,WALDEN VILLAGE,local_police,6932.0,071,77849,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0080100,2019,5,city,oneonta,6619.0,AL,False,True,ONEONTA,local_police,7013.0,009,57000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0490100,2019,2,city,hamilton,6547.0,AL,False,True,HAMILTON,local_police,6970.0,093,32848,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0195200,2019,12,city,cairo,6413.0,NY,False,True,CAIRO TOWN,local_police,6853.0,039,11649,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0442000,2019,12,city,canton,6407.0,NY,False,True,CANTON VILLAGE,local_police,7112.0,089,12331,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0320300,2019,1,city,walker,6296.0,LA,False,True,WALKER,local_police,6450.0,063,79240,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0510100,2019,2,city,monroeville,5774.0,AL,False,True,MONROEVILLE,local_police,5852.0,099,50192,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0310100,2019,1,city,attalla,5769.0,AL,False,True,ATTALLA,local_police,5840.0,055,03028,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0020300,2019,2,city,mobile,5704.0,AL,False,True,CHICKASAW,local_police,6333.0,097,14392,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0370000,2019,1,county,saint marys,5683.0,WV,False,True,PLEASANTS,sheriff,5768.0,073,99073,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI3613600,2019,12,county,crystal falls,5666.0,MI,False,True,IRON,sheriff,6111.0,071,99071,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0502200,2019,6,city,bath,5446.0,NY,False,True,BATH VILLAGE,local_police,5539.0,101,04759,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0050200,2019,2,city,marksville,5369.0,LA,False,True,MARKSVILLE,local_police,5450.0,009,48750,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SD0200000,2019,2,county,timber lake,5353.0,SD,False,True,DEWEY,sheriff,5369.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0610300,2019,1,city,macon,5339.0,MO,False,True,MACON,local_police,5509.0,121,45326,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0170000,2019,1,county,carrollton,5192.0,MO,False,True,CARROLL,sheriff,5214.0,033,99033,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0300200,2019,2,city,brewton,5162.0,AL,False,True,BREWTON,local_police,5251.0,053,09208,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0580800,2019,2,city,margaret,5105.0,AL,False,True,MARGARET,local_police,6641.0,115,46696,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ME0010700,2019,1,city,sabattus,5064.0,ME,False,True,SABATTUS,local_police,5161.0,001,64570,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0260200,2019,3,city,daleville,5061.0,AL,False,True,DALEVILLE,local_police,5096.0,045,19360,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0280700,2019,5,city,rainsville,5044.0,AL,False,True,RAINSVILLE,local_police,5849.0,049,63336,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0010700,2019,2,city,midfield,5031.0,AL,False,True,MIDFIELD,local_police,5056.0,073,48376,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0640200,2019,3,city,redwood falls,4951.0,MN,False,True,REDWOOD FALLS,local_police,5090.0,127,53656,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1300000,2019,2,county,talbotton,4897.0,GA,False,True,TALBOT,sheriff,5175.0,263,99263,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0492100,2019,1,city,waterloo,4885.0,NY,False,True,WATERLOO VILLAGE,local_police,4906.0,099,78553,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WA0330200,2019,12,city,colville,4845.0,WA,False,True,COLVILLE,local_police,5072.0,065,14170,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0180000,2019,3,county,van buren,4784.0,MO,False,True,CARTER,sheriff,4886.0,035,99035,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0370000,2019,7,county,jefferson,4767.0,IA,False,True,GREENE,sheriff,4793.0,073,99073,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0370200,2019,2,city,headland,4738.0,AL,False,True,HEADLAND,local_police,5456.0,067,33856,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX2401000,2019,1,city,,4710.0,TX,False,True,RIO BRAVO,local_police,4755.0,479,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0160100,2019,1,city,jackson,4686.0,AL,False,True,JACKSON,local_police,4733.0,025,38152,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
VT0090100,2019,3,city,randolph,4675.0,VT,False,True,RANDOLPH,local_police,4892.0,017,58075,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0690000,2019,2,county,red oak,4585.0,IA,False,True,MONTGOMERY,sheriff,4750.0,137,99137,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0262600,2019,12,city,canastota,4513.0,NY,False,True,CANASTOTA VILLAGE,local_police,4541.0,053,12188,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0490200,2019,2,city,winfield,4451.0,AL,False,True,WINFIELD,local_police,4872.0,093,82992,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0762100,2019,1,city,hartville,4359.0,OH,False,True,MARLBORO TOWNSHIP,local_police,4369.0,151,47936,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ND0430000,2019,12,county,fort yates,4326.0,ND,False,True,SIOUX,sheriff,4360.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0012200,2019,2,city,adamsville,4302.0,AL,False,True,ADAMSVILLE,local_police,4323.0,073,00460,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0320100,2019,4,city,fayette,4292.0,AL,False,True,FAYETTE,local_police,4313.0,057,25840,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0100100,2019,3,city,centralia,4271.0,MO,False,True,CENTRALIA,local_police,4785.0,019,12898,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0290100,2019,1,city,park rapids,4262.0,MN,False,True,PARK RAPIDS,local_police,4387.0,057,49768,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0310400,2019,4,city,westover,4244.0,WV,False,True,WESTOVER,local_police,4244.0,061,85996,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1020100,2019,1,city,cumming,4150.0,GA,False,True,FORSYTH,local_police,5034.0,207,30732,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0850300,2019,2,city,winona,4149.0,MN,False,True,GOODVIEW,local_police,4149.0,169,24524,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0810200,2019,1,city,saint james,4048.0,MO,False,True,ST JAMES,local_police,4059.0,161,64424,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0552600,2019,1,city,ellenville,3980.0,NY,False,True,ELLENVILLE VILLAGE,local_police,4249.0,111,23965,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0670000,2019,1,county,charleston,3962.0,MO,False,True,MISSISSIPPI,sheriff,4073.0,133,99133,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0020400,2019,1,city,citronelle,3887.0,AL,False,True,CITRONELLE,local_police,3916.0,097,15064,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0160200,2019,1,city,thomasville,3879.0,AL,False,True,THOMASVILLE,local_police,3909.0,025,75960,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SD0220000,2019,12,county,ipswich,3824.0,SD,False,True,EDMUNDS,sheriff,4117.0,045,99045,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0580500,2019,1,city,odenville,3816.0,AL,False,True,ODENVILLE,local_police,5495.0,115,56400,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0700200,2019,1,city,west liberty,3799.0,IA,False,True,WEST LIBERTY,local_police,3799.0,139,84315,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0353200,2019,1,city,maybrook,3791.0,NY,False,True,MAYBROOK VILLAGE,local_police,3791.0,071,46162,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0520900,2019,2,city,decatur,3761.0,AL,False,True,PRICEVILLE,local_police,4137.0,103,62472,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0450100,2019,1,city,cresco,3740.0,IA,False,True,CRESCO,local_police,3958.0,089,17220,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0050000,2019,2,county,audubon,3526.0,IA,False,True,AUDUBON,sheriff,3599.0,009,99009,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0090100,2019,1,city,union springs,3421.0,AL,False,True,UNION SPRINGS,local_police,3510.0,011,77880,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0270000,2019,1,county,minneapolis,3419.0,MN,False,True,HENNEPIN,sheriff,15115.0,053,99053,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ME0070400,2019,1,city,rockport,3378.0,ME,False,True,ROCKPORT,local_police,3740.0,013,63660,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0360200,2019,1,city,harlem,3358.0,GA,False,True,HARLEM,local_police,4143.0,073,36696,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1480000,2019,1,county,lipscomb,3344.0,TX,False,True,LIPSCOMB,sheriff,3383.0,295,99295,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0065200,2019,11,city,frewsburg,3329.0,NY,False,True,CARROLL TOWN,local_police,3414.0,013,12639,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0150100,2019,1,city,ferriday,3193.0,LA,False,True,FERRIDAY,local_police,3256.0,029,25440,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0310900,2019,6,city,granville,3105.0,WV,False,True,GRANVILLE,local_police,3767.0,061,32932,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0122100,2019,12,city,delhi,3094.0,NY,False,True,DELHI VILLAGE,local_police,3298.0,025,20126,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0110400,2019,3,city,weaver,3063.0,AL,False,True,WEAVER,local_police,3394.0,015,80352,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0620200,2019,3,city,dadeville,3063.0,AL,False,True,DADEVILLE,local_police,3091.0,123,19336,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0410100,2019,1,city,garner,3026.0,IA,False,True,GARNER,local_police,3057.0,081,29955,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0651300,2019,1,city,genoa city,2992.0,WI,False,True,GENOA CITY,local_police,3005.0,127,28675,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0040600,2019,1,city,jefferson,2979.0,OH,False,True,JEFFERSON,local_police,3207.0,007,38500,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WY0130400,2019,1,city,evansville,2977.0,WY,False,True,EVANSVILLE,local_police,3046.0,025,25765,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0770200,2019,1,city,staples,2945.0,MN,False,True,STAPLES,local_police,3074.0,153,62446,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0120100,2019,1,city,lafayette,2926.0,AL,False,True,LAFAYETTE,local_police,2937.0,017,40672,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0470400,2019,3,city,new hope,2912.0,AL,False,True,NEW HOPE,local_police,2939.0,089,54168,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SD0210000,2019,7,county,armour,2907.0,SD,False,True,DOUGLAS,sheriff,2937.0,043,99043,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0700400,2019,8,city,wilton,2842.0,IA,False,True,WILTON,local_police,2948.0,139,86070,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0011800,2019,1,city,bessemer,2766.0,AL,False,True,BRIGHTON,local_police,2805.0,073,09400,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0240100,2019,2,city,luverne,2746.0,AL,False,True,LUVERNE,local_police,2767.0,041,44728,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NC0511400,2019,1,city,wilsons mills,2744.0,NC,False,True,WILSON S MILLS,local_police,2915.0,101,74580,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0170200,2019,3,city,,2712.0,IN,False,True,BUTLER,local_police,2723.0,033,09532,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0380100,2019,5,city,grundy center,2679.0,IA,False,True,GRUNDY CENTER,local_police,2806.0,075,33195,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0070100,2019,2,city,centreville,2623.0,AL,False,True,CENTREVILLE,local_police,2803.0,007,13672,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1520000,2019,12,county,preston,2588.0,GA,False,True,WEBSTER,sheriff,2588.0,307,81128,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0370100,2019,1,city,abbeville,2548.0,AL,False,True,ABBEVILLE,local_police,2551.0,067,00124,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KS0600000,2019,7,county,meade,2539.0,KS,False,True,MEADE,sheriff,2638.0,119,99119,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0300300,2019,2,city,,2525.0,IN,False,True,NEW PALESTINE,local_police,3840.0,059,53352,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KY0566200,2019,12,city,,2486.0,KY,False,True,WINDY HILLS,local_police,2486.0,111,,leaic_crosswalk,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0313200,2019,1,city,rancho viejo,2480.0,TX,False,True,RANCHO VIEJO,local_police,2867.0,061,60544,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0502000,2019,12,city,addison,2471.0,NY,False,True,ADDISON TOWN AND VILLAGE,local_police,2490.0,101,00276,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0520700,2019,3,city,trinity,2449.0,AL,False,True,TRINITY,local_police,2581.0,103,76872,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MT0260000,2019,4,county,chester,2433.0,MT,False,True,LIBERTY,sheriff,2445.0,051,99051,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0150100,2019,2,city,chester,2393.0,WV,False,True,CHESTER,local_police,2429.0,029,15076,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0380900,2019,1,city,taylor,2387.0,AL,False,True,TAYLOR,local_police,2449.0,069,75096,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0120600,2019,2,city,enon,2379.0,OH,False,True,ENON,local_police,2436.0,023,25452,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0260600,2019,1,city,midland city,2371.0,AL,False,True,MIDLAND CITY,local_police,2396.0,045,48400,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
