ori9,year,header_months,agency_indicator,city_name,header_population,state_abbr,in_nibrs_lane,in_srs_lane,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,defect,absent_from_both_lanes
FL0110000,2019,1,county,naples,342867.0,FL,False,True,COLLIER,sheriff,384722.0,021,99021,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AKAST0100,2019,1,state police,anchorage,264369.0,AK,False,True,ALASKA STATE TROOPERS,state_law_enforcement,278769.0,170,,leaic_crosswalk,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0250300,2019,1,city,savannah,240631.0,GA,False,True,SAVANNAH CHATHAM METRO,local_police,242265.0,051,99991,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0550000,2019,1,county,st augustine,239677.0,FL,False,True,ST JOHNS,sheriff,319098.0,109,99109,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CA0500200,2019,3,city,modesto,216542.0,CA,False,True,MODESTO,local_police,219083.0,099,48354,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CA0301500,2019,1,city,orange,139830.0,CA,False,True,ORANGE,local_police,141108.0,059,53980,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CA0540700,2019,1,city,visalia,134961.0,CA,False,True,VISALIA,local_police,146090.0,107,82954,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CA0370100,2019,1,city,carlsbad,117220.0,CA,False,True,CARLSBAD,local_police,117220.0,073,11194,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0200000,2019,2,county,elkhart,114442.0,IN,False,True,ELKHART,sheriff,114442.0,039,99039,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX2430500,2019,1,city,wichita falls,104551.0,TX,False,True,WICHITA FALLS,local_police,105468.0,485,79000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0050000,2019,1,county,bay minette,101635.0,AL,False,True,BALDWIN,sheriff,115120.0,003,99003,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OR0240000,2019,1,county,salem,99659.0,OR,False,True,MARION,sheriff,100214.0,047,99047,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0030000,2019,6,county,binghamton,87800.0,NY,False,True,BROOME,sheriff,92834.0,007,99007,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0210100,2019,1,city,bryan,86632.0,TX,False,True,BRYAN,local_police,91450.0,041,10912,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1220000,2019,1,county,conyers,75057.0,GA,False,True,ROCKDALE,sheriff,77648.0,247,99247,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0640000,2019,1,county,valparaiso,72426.0,IN,False,True,PORTER,sheriff,74353.0,127,99127,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0820000,2019,2,county,stillwater,68605.0,MN,False,True,WASHINGTON,sheriff,78600.0,163,99163,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0191100,2019,2,city,lakeville,67206.0,MN,False,True,LAKEVILLE,local_police,78436.0,037,35180,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0190800,2019,2,city,eagan,66824.0,MN,False,True,EAGAN,local_police,68518.0,037,17288,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA022SP00,2019,1,state police,elizabethville,59880.0,PA,False,True,SP ELIZABETHVILLE,state_law_enforcement,64360.0,043,23024,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL1010000,2019,1,county,rockford,56918.0,IL,False,True,WINNEBAGO,sheriff,60263.0,201,99201,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0730000,2019,1,county,saint cloud,50867.0,MN,False,True,STEARNS,sheriff,52968.0,145,99145,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0710100,2019,2,city,mishawaka,50143.0,IN,False,True,MISHAWAKA,local_police,51022.0,141,49932,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0710000,2019,1,county,elk river,48246.0,MN,False,True,SHERBURNE,sheriff,50609.0,141,99141,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0410000,2019,1,county,florence,47985.0,AL,False,True,LAUDERDALE,sheriff,51180.0,077,99077,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0290400,2019,1,city,westfield,43212.0,IN,False,True,WESTFIELD,local_police,61845.0,057,82700,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0290400,2019,2,city,freeport,43064.0,NY,False,True,FREEPORT VILLAGE,local_police,44003.0,059,27485,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0550000,2019,4,county,kingston,42491.0,NY,False,True,ULSTER,sheriff,48655.0,111,99111,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0570000,2019,1,county,fort edward,41871.0,NY,False,True,WASHINGTON,sheriff,45432.0,115,99115,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0136300,2019,1,city,poughkeepsie,38889.0,NY,False,True,POUGHKEEPSIE TOWN,local_police,41164.0,027,59652,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NM0050100,2019,1,city,clovis,38734.0,NM,False,True,CLOVIS,local_police,39063.0,009,16420,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0820700,2019,2,city,cottage grove,37534.0,MN,False,True,COTTAGE GROVE,local_police,43131.0,163,13456,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0395000,2019,2,city,mahopac,34251.0,NY,False,True,CARMEL TOWN,local_police,34382.0,079,12529,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0015200,2019,6,city,guilderland,34133.0,NY,False,True,GUILDERLAND TOWN,local_police,35705.0,001,31104,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1410000,2019,1,county,lagrange,33899.0,GA,False,True,TROUP,sheriff,33899.0,285,99285,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CA030360X,2019,1,city,santa ana,33779.0,CA,False,False,SANTA ANA,local_police,34019.0,059,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
GA1550100,2019,1,city,dalton,33544.0,GA,False,True,DALTON,local_police,34537.0,313,21380,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0700600,2019,5,city,savage,32336.0,MN,False,True,SAVAGE,local_police,33510.0,139,58738,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0050000,2019,2,county,athens,31634.0,OH,False,True,ATHENS,sheriff,31970.0,009,99009,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0330000,2019,4,county,new castle,30851.0,IN,False,True,HENRY,sheriff,31681.0,065,99065,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0080000,2019,1,county,georgetown,30158.0,OH,False,True,BROWN,sheriff,30606.0,015,99015,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX2300000,2019,1,county,gilmer,30136.0,TX,False,True,UPSHUR,sheriff,33329.0,459,99459,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0310000,2019,7,county,gadsden,29516.0,AL,False,True,ETOWAH,sheriff,31621.0,055,99055,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0136600,2019,2,city,hopewell junction,29474.0,NY,False,True,EAST FISHKILL TOWN,local_police,29845.0,027,21996,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0140000,2019,2,county,arcadia,29278.0,FL,False,True,DESOTO,sheriff,29898.0,027,99027,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0481000,2019,1,city,raytown,28932.0,MO,False,True,RAYTOWN,local_police,29224.0,095,60788,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ME0010000,2019,1,county,auburn,28801.0,ME,False,True,ANDROSCOGGIN,sheriff,30290.0,001,99001,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX2370000,2019,1,county,hempstead,28680.0,TX,False,True,WALLER,sheriff,36436.0,473,99473,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0190200,2019,1,city,enterprise,28463.0,AL,False,True,ENTERPRISE,local_police,30766.0,031,24184,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0820800,2019,1,city,oakdale,28097.0,MN,False,True,OAKDALE,local_police,28214.0,163,47680,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA033SP00,2019,1,state police,falls creek,28063.0,PA,False,True,SP JEFFERSON COUNTY,state_law_enforcement,28507.0,065,99065,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0510000,2019,1,county,warrensburg,27442.0,MO,False,True,JOHNSON,sheriff,29741.0,101,99101,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA049SP00,2019,1,state police,milton,27160.0,PA,False,True,SP NORTHUMBERLAND CNTY,state_law_enforcement,30018.0,097,99097,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0100200,2019,4,city,chaska,27143.0,MN,False,True,CHASKA,local_police,29431.0,019,10972,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0320100,2019,1,city,brownsburg,27005.0,IN,False,True,BROWNSBURG,local_police,33343.0,063,08416,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MS0470000,2019,1,county,holly springs,26251.0,MS,False,True,MARSHALL,sheriff,26580.0,093,99093,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA059SP00,2019,1,state police,mansfield,26049.0,PA,False,True,SP TIOGA COUNTY,state_law_enforcement,26402.0,117,99117,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0500100,2019,1,city,austin,25224.0,MN,False,True,AUSTIN,local_police,26275.0,099,02908,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0190500,2019,6,city,rosemount,24961.0,MN,False,True,ROSEMOUNT,local_police,28220.0,037,55726,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0210000,2019,4,county,bryan,23654.0,TX,False,True,BRAZOS,sheriff,32750.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MS0180000,2019,1,county,hattiesburg,23499.0,MS,False,True,FORREST,sheriff,25846.0,035,99035,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0270400,2019,1,city,crystal,23184.0,MN,False,True,CRYSTAL,local_police,23310.0,053,14158,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0040000,2019,3,county,prattville,20838.0,AL,False,True,AUTAUGA,sheriff,22101.0,001,99001,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0660200,2019,1,city,northfield,20707.0,MN,False,True,NORTHFIELD,local_police,21099.0,131,46924,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ME0030100,2019,1,city,brunswick,20510.0,ME,False,True,BRUNSWICK,local_police,22662.0,005,08430,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0200000,2019,4,county,tuscumbia,20451.0,AL,False,True,COLBERT,sheriff,21598.0,033,99033,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0010300,2019,1,city,birmingham,20292.0,AL,False,True,MOUNTAIN BROOK,local_police,21910.0,073,51696,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0275900,2019,5,city,spencerport,20144.0,NY,False,True,OGDEN TOWN,local_police,20715.0,055,54474,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0270000,2019,5,county,selma,20121.0,AL,False,True,DALLAS,sheriff,20536.0,047,99047,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0210000,2019,2,county,winnsboro,19959.0,LA,False,True,FRANKLIN,sheriff,19986.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0130000,2019,1,county,centre,19672.0,AL,False,True,CHEROKEE,sheriff,20378.0,019,99019,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA011SP00,2019,1,state police,ebensburg,19605.0,PA,False,True,SP CAMBRIA COUNTY,state_law_enforcement,22672.0,021,99021,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0820600,2019,2,city,stillwater,19496.0,MN,False,True,STILLWATER,local_police,19799.0,163,62824,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0240000,2019,1,county,liberty,18936.0,MO,False,True,CLAY,sheriff,19693.0,047,99047,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1250100,2019,2,city,alice,18858.0,TX,False,True,ALICE,local_police,18925.0,249,01852,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0620000,2019,2,county,dadeville,18801.0,AL,False,True,TALLAPOOSA,sheriff,19732.0,123,99123,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0190000,2019,2,county,hastings,18712.0,MN,False,True,DAKOTA,sheriff,22011.0,037,99037,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0230000,2019,2,county,andalusia,18179.0,AL,False,True,COVINGTON,sheriff,19148.0,039,99039,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0060000,2019,8,county,vinton,17958.0,IA,False,True,BENTON,sheriff,18578.0,011,99011,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0591000,2019,1,city,scarsdale,17954.0,NY,False,True,SCARSDALE VILLAGE,local_police,18214.0,119,65431,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0595000,2019,12,city,bedford hills,17791.0,NY,False,True,BEDFORD TOWN,local_police,18034.0,119,05320,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0740200,2019,2,city,tiffin,17498.0,OH,False,True,TIFFIN,local_police,17773.0,147,76778,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IN0350000,2019,3,county,huntington,17412.0,IN,False,True,HUNTINGTON,sheriff,18268.0,069,99069,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0670000,2019,2,county,double springs,16960.0,AL,False,True,WINSTON,sheriff,17163.0,133,99133,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0480000,2019,1,county,milaca,16865.0,MN,False,True,MILLE LACS,sheriff,18069.0,095,99095,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1220100,2019,1,city,conyers,16115.0,GA,False,True,CONYERS,local_police,20274.0,247,19336,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AZ0040600,2019,1,city,payson,15760.0,AZ,False,True,PAYSON,local_police,16845.0,007,53700,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0870100,2019,1,city,dublin,15756.0,GA,False,True,DUBLIN,local_police,16111.0,175,24376,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0340000,2019,2,county,geneva,15582.0,AL,False,True,GENEVA,sheriff,16315.0,061,99061,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0040100,2019,1,city,bemidji,15550.0,MN,False,True,BEMIDJI,local_police,16221.0,007,05068,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0270000,2019,2,county,jennings,15474.0,LA,False,True,JEFFERSON DAVIS,sheriff,16779.0,053,99053,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MS0020100,2019,1,city,corinth,14474.0,MS,False,True,CORINTH,local_police,14652.0,003,15700,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NM0130000,2019,4,county,lovington,14108.0,NM,False,True,LEA,sheriff,16133.0,025,99025,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0490000,2019,2,county,hamilton,13721.0,AL,False,True,MARION,sheriff,14272.0,093,99093,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KY0400000,2019,12,county,lancaster,13710.0,KY,False,True,GARRARD,sheriff,14249.0,079,99079,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0273400,2019,1,city,rogers,13417.0,MN,False,True,ROGERS,local_police,13889.0,053,55186,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0400000,2019,1,county,le center,13053.0,MN,False,True,LE SUEUR,sheriff,13323.0,079,99079,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0540000,2019,2,county,carrollton,13011.0,AL,False,True,PICKENS,sheriff,13399.0,107,99107,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0270700,2019,1,city,excelsior,12762.0,MN,False,True,SOUTH LAKE MINNETONKA,local_police,12867.0,053,99991,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0660000,2019,1,county,greensboro,12701.0,GA,False,True,GREENE,sheriff,17814.0,133,99133,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI4314300,2019,12,county,baldwin,11899.0,MI,False,True,LAKE,sheriff,13102.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1012300,2019,1,city,tomball,11897.0,TX,False,True,TOMBALL,local_police,14885.0,201,73316,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0060100,2019,2,city,eufaula,11758.0,AL,False,True,EUFAULA,local_police,12528.0,005,24568,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0060100,2019,12,city,dunkirk,11712.0,NY,False,True,DUNKIRK,local_police,12530.0,013,21105,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NC0370000,2019,1,county,gatesville,11494.0,NC,False,True,GATES,sheriff,11498.0,073,99073,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0190400,2019,1,city,mendota heights,11373.0,MN,False,True,MENDOTA HEIGHTS,local_police,11569.0,037,41696,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1012500,2019,2,city,webster,11273.0,TX,False,True,WEBSTER,local_police,12094.0,201,76948,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0530000,2019,6,county,anamosa,11248.0,IA,False,True,JONES,sheriff,11500.0,105,99105,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
PA053SP00,2019,1,state police,coudersport,11141.0,PA,False,True,SP POTTER COUNTY,state_law_enforcement,11727.0,105,99105,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0430000,2019,2,county,new city,11008.0,NY,False,True,ROCKLAND,sheriff,21272.0,087,99087,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0060100,2019,1,city,deridder,10765.0,LA,False,True,DE RIDDER,local_police,10820.0,011,20610,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0510300,2019,1,city,morgan city,10749.0,LA,False,True,MORGAN CITY,local_police,11066.0,101,52040,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0200000,2019,1,county,stockton,10581.0,MO,False,True,CEDAR,sheriff,11209.0,039,99039,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0555600,2019,1,city,highland,10463.0,NY,False,True,LLOYD TOWN,local_police,11372.0,111,42994,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0330000,2019,3,county,salem,10329.0,MO,False,True,DENT,sheriff,10467.0,065,99065,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0300000,2019,2,county,jena,10112.0,LA,False,True,LA SALLE,sheriff,10122.0,059,99059,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0130900,2019,1,city,lindstrom,9833.0,MN,False,True,LAKES AREA,local_police,10781.0,025,99991,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0420200,2019,1,city,sparta,9823.0,WI,False,True,SPARTA,local_police,9901.0,081,75325,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0691700,2019,1,city,hermantown,9770.0,MN,False,True,HERMANTOWN,local_police,10218.0,137,28682,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0330100,2019,2,city,russellville,9626.0,AL,False,True,RUSSELLVILLE,local_police,10768.0,059,67056,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0310500,2019,1,city,rainbow city,9558.0,AL,False,True,RAINBOW CITY,local_police,10362.0,055,63288,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IA0790000,2019,10,county,montezuma,9245.0,IA,False,True,POWESHIEK,sheriff,9339.0,157,99157,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0300100,2019,1,city,cambridge,9008.0,MN,False,True,CAMBRIDGE,local_police,10908.0,059,09370,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0571000,2019,1,city,dayton,8953.0,OH,False,True,OAKWOOD MONTGOMERY CNTY,local_police,9416.0,113,57764,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0183900,2019,1,city,olmsted falls,8861.0,OH,False,True,OLMSTED FALLS,local_police,9156.0,035,58422,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MS0130000,2019,1,county,west point,8730.0,MS,False,True,CLAY,sheriff,8918.0,025,99025,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0400000,2019,1,county,vernon,8708.0,AL,False,True,LAMAR,sheriff,9021.0,075,99075,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NC0520000,2019,1,county,trenton,8615.0,NC,False,True,JONES,sheriff,8707.0,103,99103,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0555800,2019,1,city,milton,8601.0,NY,False,True,MARLBOROUGH TOWN,local_police,8900.0,111,45722,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0353500,2019,2,city,port jervis,8523.0,NY,False,True,PORT JERVIS,local_police,8738.0,071,59388,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AK0010900,2019,1,city,sitka,8512.0,AK,False,True,SITKA,local_police,8588.0,220,70540,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MS0220000,2019,1,county,grenada,8470.0,MS,False,True,GRENADA,sheriff,8822.0,043,99043,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0691400,2019,2,city,virginia,8398.0,MN,False,True,VIRGINIA,local_police,8458.0,137,67288,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0200200,2019,3,city,tuscumbia,8384.0,AL,False,True,TUSCUMBIA,local_police,9208.0,033,77280,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0520000,2019,1,county,saint peter,8331.0,MN,False,True,NICOLLET,sheriff,8504.0,103,99103,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0470600,2019,1,city,oberlin,8302.0,OH,False,True,OBERLIN,local_police,8302.0,093,57834,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0460100,2019,2,city,tuskegee,8250.0,AL,False,True,TUSKEGEE,local_police,8625.0,087,77304,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0350000,2019,3,county,kennett,8241.0,MO,False,True,DUNKLIN,sheriff,8539.0,069,99069,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO1090100,2019,3,city,nevada,8237.0,MO,False,True,NEVADA,local_police,8277.0,217,51644,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0860100,2019,1,city,bryan,8236.0,OH,False,True,BRYAN,local_police,8574.0,171,09792,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0060000,2019,1,county,clayton,8034.0,AL,False,True,BARBOUR,sheriff,8598.0,005,99005,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NM0240300,2019,2,city,bloomfield,7799.0,NM,False,True,BLOOMFIELD,local_police,7922.0,045,07880,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NY0212200,2019,1,city,ilion,7685.0,NY,False,True,ILION VILLAGE,local_police,7736.0,043,37275,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ME0050100,2019,1,city,bar harbor,7682.0,ME,False,True,BAR HARBOR,local_police,7752.0,009,02865,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
LA0530300,2019,2,city,ponchatoula,7478.0,LA,False,True,PONCHATOULA,local_police,7977.0,105,61615,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KY0320000,2019,12,county,sandy hook,7439.0,KY,False,True,ELLIOTT,sheriff,7474.0,063,99063,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
