ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,months,preferred_count,implied_full_year_if_annualized,understatement,reporting_regime,preferred_source
NB0690100,NE,HOLDREGE,local_police,5549.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0200000,KS,DECATUR,sheriff,1138.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
SC0381000,SC,SPRINGFIELD,local_police,488.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0230100,MO,KAHOKA,local_police,2034.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OR0050500,OR,VERNONIA,local_police,2441.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NC0240300,NC,FAIR BLUFF,local_police,889.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MN0680200,MN,WARROAD,local_police,2006.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0840100,KS,RUSSELL,local_police,4455.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OR0090400,OR,BLACK BUTTE,local_police,0.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NM0030200,NM,DEXTER,local_police,1242.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0260300,OH,FAYETTE,local_police,1289.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0110900,WI,RIO,local_police,1138.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0683300,WI,MUKWONAGO TOWN,local_police,8184.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0683300,WI,MUKWONAGO TOWN,local_police,8184.0,murder,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0260300,OH,FAYETTE,local_police,1289.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MS0260400,MS,HOLMES COMMUNITY COLLEGE,special_jurisdiction,0.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0440400,OH,CHESAPEAKE,local_police,742.0,robbery,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0700400,WI,REDGRANITE,local_police,2040.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0690400,WI,MANAWA,local_police,1408.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS1040100,KS,YATES CENTER,local_police,1337.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
VA0920500,VA,CEDAR BLUFF,local_police,1038.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS1040100,KS,YATES CENTER,local_police,1337.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MN0680200,MN,WARROAD,local_police,2006.0,robbery,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
ID0400400,ID,PINEHURST,local_police,1837.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NC0240300,NC,FAIR BLUFF,local_police,889.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
SC0150300,SC,COTTAGEVILLE,local_police,745.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0270600,OH,RIO GRANDE,local_police,796.0,robbery,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0230100,MO,KAHOKA,local_police,2034.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0230100,MO,KAHOKA,local_police,2034.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0840100,KS,RUSSELL,local_police,4455.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0440100,OH,COAL GROVE,local_police,2090.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0141400,WI,IRON RIDGE,local_police,915.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WV0510000,WV,WEBSTER,sheriff,7459.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0683300,WI,MUKWONAGO TOWN,local_police,8184.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0720200,WI,NEKOOSA,local_police,2434.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0440100,OH,COAL GROVE,local_police,2090.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0840100,KS,RUSSELL,local_police,4455.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0180200,MO,ELLSINORE,local_police,441.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OR0050500,OR,VERNONIA,local_police,2441.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0440400,OH,CHESAPEAKE,local_police,742.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MN0680200,MN,WARROAD,local_police,2006.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0150000,KS,CLOUD,sheriff,3913.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
SD0070000,SD,BRULE,sheriff,2278.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0150000,KS,CLOUD,sheriff,3913.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
AL0460600,AL,SHORTER,local_police,409.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
AL0460600,AL,SHORTER,local_police,409.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NB0220300,NE,EMERSON,local_police,814.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0390400,WI,OXFORD,local_police,604.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0040400,OH,ANDOVER,local_police,1098.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
VA0350500,VA,NARROWS,local_police,2038.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0621300,OH,CATAWBA ISLAND TOWNSHIP,local_police,3681.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0890900,KS,TOPEKA FIRE DEPT ARSON I,special_jurisdiction,0.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
VA0350500,VA,NARROWS,local_police,2038.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WV0220000,WV,LINCOLN,sheriff,19585.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0840900,MO,FAIR PLAY,local_police,489.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NB0110000,NE,BURT,sheriff,3970.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
IN0350000,IN,HUNTINGTON,sheriff,18268.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0621400,OH,CARROLL TOWNSHIP,local_police,2096.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NB0020100,NE,NELIGH,local_police,1510.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0630400,MO,VIENNA,local_police,599.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0492800,MO,MO SOUTHERN STATE UNIV,special_jurisdiction,0.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0492800,MO,MO SOUTHERN STATE UNIV,special_jurisdiction,0.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0370700,WI,SPENCER,local_police,1908.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
ND0360100,ND,DEVILS LAKE,local_police,7339.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WV0120000,WV,GRANT,sheriff,8717.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WV0120000,WV,GRANT,sheriff,8717.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
IN0410500,IN,PRINCE S LAKES,local_police,1372.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
ND0360100,ND,DEVILS LAKE,local_police,7339.0,robbery,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
IN0410500,IN,PRINCE S LAKES,local_police,1372.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
TN0331300,TN,CHATTANOOGA METRO AIRPOR,special_jurisdiction,0.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MI1964300,MI,OVID,local_police,1618.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MI1964300,MI,OVID,local_police,1618.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0510900,MO,LEETON,local_police,556.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0510900,MO,LEETON,local_police,556.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
TN0170400,TN,MAURY CITY,local_police,669.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0040400,OH,ANDOVER,local_police,1098.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0450100,MO,FAYETTE,local_police,2820.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
IN0030700,IN,INDIANA UNIVERSITY COLU,special_jurisdiction,0.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MD0170800,MD,COTTAGE CITY,local_police,1375.0,robbery,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
IN0711100,IN,ST JOSEPH CO AIRPORT AU,special_jurisdiction,0.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
IN0021000,IN,WOODBURN,local_police,1604.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
AL0260900,AL,CLAYHATCHEE,local_police,584.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0620500,WI,GALESVILLE,local_police,1689.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0620400,OH,ELMORE,local_police,1396.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WY0040100,WY,RAWLINS,local_police,8806.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
CO0100300,CO,EMPIRE,local_police,338.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NB0460000,NE,HOOKER,sheriff,763.0,robbery,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
CO0100300,CO,EMPIRE,local_police,338.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0771500,OH,BOSTON HEIGHTS,local_police,1393.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NB0310000,NE,FRANKLIN,sheriff,2984.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
VA0350500,VA,NARROWS,local_police,2038.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0150000,KS,CLOUD,sheriff,3913.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0890900,KS,TOPEKA FIRE DEPT ARSON I,special_jurisdiction,0.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
KS0890900,KS,TOPEKA FIRE DEPT ARSON I,special_jurisdiction,0.0,murder,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0380500,WI,CRIVITZ,local_police,1101.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0670700,WI,JACKSON,local_police,8051.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WI0670700,WI,JACKSON,local_police,8051.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OR0300800,OR,STANFIELD,local_police,2153.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
TX0700600,TX,MILFORD,local_police,797.0,motor_vehicle_theft,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
KS0781100,KS,USD NICKERSON SOUTH HUT,unknown,0.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
OH0650300,OH,COMMERCIAL POINT,local_police,3260.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
GA0920400,GA,REMERTON,local_police,1279.0,motor_vehicle_theft,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
NM0140200,NM,CARRIZOZO,local_police,976.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
NM0090500,NM,WESTERN NEW MEXICO UNIV,special_jurisdiction,0.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
AL0620300,AL,CAMP HILL,local_police,977.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
OH0090600,OH,NEW MIAMI,local_police,2409.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
TX1751700,TX,RICHLAND,local_police,277.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
GA0920400,GA,REMERTON,local_police,1279.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
NJ0181500,NJ,PEAPACK GLADSTONE,local_police,2713.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
AL0230300,AL,FLORALA,local_police,1939.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
AL0450500,AL,WHITE HALL,local_police,767.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
OR0201300,OR,UNIVERSITY OF OREGON,special_jurisdiction,0.0,motor_vehicle_theft,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
TX0613700,TX,BARTONVILLE,local_police,1871.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
OH0600400,OH,FRAZEYSBURG,local_police,1355.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
KS0760200,KS,KS DPT OF WI PKS,special_jurisdiction,0.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
MS0251700,MS,RESERVOIR POLICE DEPARTM,unknown,0.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
ND0520000,ND,WELLS,sheriff,2319.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
TX1270200,TX,HAMLIN,local_police,2010.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
WI0450500,WI,SEYMOUR,local_police,3512.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
OH0660600,OH,PIKETON,local_police,2188.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
MI7627400,MI,BROWN CITY,local_police,1301.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
VA0710200,VA,GRETNA,local_police,1285.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
WI0240300,WI,MARKESAN,local_police,1399.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
WI0260000,WI,IRON,sheriff,4753.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
OH0830800,OH,CARLISLE,local_police,5818.0,motor_vehicle_theft,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
CO0340300,CO,IGNACIO,local_police,974.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
MI5505500,MI,SP MENOMINEE COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
TX2240000,TX,THROCKMORTON,sheriff,1604.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
KS0570600,KS,MARQUETTE,local_police,605.0,motor_vehicle_theft,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
CO0110000,CO,CONEJOS,sheriff,7294.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
OH0773000,OH,SAGAMORE HILLS,local_police,10956.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
ND0070000,ND,BURKE,sheriff,1849.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
WI0030300,WI,CHETEK,local_police,2168.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
MI4693100,MI,CAMBRIDGE TOWNSHIP,local_police,5704.0,burglary,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
ND0080500,ND,BISMARCK STATE COLLEGE,special_jurisdiction,0.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
CO0230500,CO,SILT,local_police,3746.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
KS0620000,KS,MITCHELL,sheriff,2411.0,motor_vehicle_theft,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
AL0281000,AL,CROSSVILLE,local_police,1856.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
TX1270200,TX,HAMLIN,local_police,2010.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
MI3151400,MI,LAKE LINDEN,local_police,1047.0,rape,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
TX0730000,TX,FALLS,sheriff,10088.0,aggravated_assault,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
MO0700800,MO,NEW FLORENCE,local_police,713.0,larceny,11.0,3.0,3.272727272727273,0.27272727272727293,true_partial,nibrs_srs_equivalent_annual
