ori7c,ori9,state_abbr,state_fips,year,aggravated_assault,burglary,larceny,motor_vehicle_theft,murder,rape,robbery,total,sig,preferred_sources,max_preferred_months,n_usable,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,cw_n_jurisdictions,cw_weight_sum,cw_relationship,cw_jurisdictions,estimated_count_2024_all_offenses,n_ori9,n_ori7,group_total_sum,group_total_max,group_excess_mass,duplicate_class,match_evidence
TN01923,TN0192300,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,5.0,7,NASHVILLE ST COMMUNITY C,special_jurisdiction,0.0,037,52000,srs_agency_header,1.0,1.0,overlap,47:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TN02606,TN0260600,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,6.0,7,HUNTLAND,local_police,909.0,051,36600,srs_agency_header,1.0,1.0,exclusive,47:municipal:place:4736600,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TN03605,TN0360500,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,3.0,7,SALTILLO,local_police,536.0,071,66340,srs_agency_header,1.0,1.0,exclusive,47:municipal:place:4766340,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TN04002,TN0400200,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,2.0,7,PURYEAR,local_police,710.0,079,61160,srs_agency_header,1.0,1.0,exclusive,47:municipal:place:4761160,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TN06605,TN0660500,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,5.0,7,OBION,local_police,1049.0,131,55240,srs_agency_header,1.0,1.0,exclusive,47:municipal:place:4755240,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TN07306,TN0730600,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual|srs_return_a_annual,3.0,6,ROANE STATE COMM COLLEGE,special_jurisdiction,0.0,145,32520,srs_agency_header,1.0,1.0,overlap,47:statewide_overlap_layer,4.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TN07920,TN0792000,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,12.0,7,WEST TN VIOLENT CRIME TF,special_jurisdiction,0.0,157,48000,srs_agency_header,1.0,1.0,overlap,47:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TN08207,TN0820700,TN,47,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,2.0,7,TRI CITIES REG AIRPORT,special_jurisdiction,0.0,163,99163,srs_agency_header,1.0,1.0,overlap,47:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX00314,TX0031400,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual|srs_return_a_annual,12.0,7,ISD CENTRAL,unknown,0.0,005,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX00713,TX0071300,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual,12.0,7,ISD PLEASANTON,unknown,0.0,013,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX01200,TX0120000,TX,48,2024,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0|0|0|0|0|2|1,nibrs_srs_equivalent_annual,12.0,7,BAYLOR,sheriff,948.0,023,99023,srs_agency_header,1.0,1.0,exclusive,48:state_nonmunicipal_remainder,3.0,4,4,12.0,3.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX01423,TX0142300,TX,48,2024,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0|0|0|0|0|2|1,nibrs_srs_equivalent_annual|srs_return_a_annual,12.0,7,TX A M UN CENTRAL TEXAS,special_jurisdiction,0.0,027,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,3.0,4,4,12.0,3.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX03402,TX0340200,TX,48,2024,1.0,7.0,0.0,1.0,0.0,0.0,0.0,9.0,0|0|0|1|7|0|1,cius_publication_annual,12.0,7,HUGHES SPRINGS,local_police,1734.0,067,35300,srs_agency_header,1.0,1.0,exclusive,48:municipal:place:4835300,9.0,2,2,18.0,9.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX09308,TX0930800,TX,48,2024,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0|0|0|0|0|2|1,cius_publication_annual,12.0,7,TODD MISSION,local_police,133.0,185,,fbi_cde_agency_roster,1.0,1.0,exclusive,48:municipal:place:4873224,3.0,4,4,12.0,3.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX10722,TX1072200,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,cius_publication_annual,12.0,7,LOG CABIN,local_police,838.0,213,,fbi_cde_agency_roster,1.0,1.0,exclusive,48:municipal:place:4843354,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX13913,TX1391300,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual,12.0,7,INDEPENDENT SCHOOL DISTR,unknown,0.0,277,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX14200,TX1420000,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual,12.0,7,LA SALLE,sheriff,7073.0,283,99283,srs_agency_header,1.0,1.0,exclusive,48:state_nonmunicipal_remainder,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX20007,TX2000700,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,cius_publication_annual,12.0,7,MILES,local_police,939.0,399,48396,srs_agency_header,1.0,1.0,exclusive,48:municipal:place:4848396,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX20405,TX2040500,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual,12.0,7,INDEPENDENT SCHOOL DISTR,unknown,0.0,407,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX20508,TX2050800,TX,48,2024,1.0,7.0,0.0,1.0,0.0,0.0,0.0,9.0,0|0|0|1|7|0|1,cius_publication_annual,12.0,7,GREGORY,local_police,1949.0,409,31064,srs_agency_header,1.0,1.0,exclusive,48:municipal:place:4831064,9.0,2,2,18.0,9.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX21217,TX2121700,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual,12.0,7,INDEPENDENT SCHOOL DISTR,special_jurisdiction,0.0,423,99423,srs_agency_header,1.0,1.0,overlap,48:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX21411,TX2141100,TX,48,2024,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0|0|0|0|0|2|1,nibrs_srs_equivalent_annual,12.0,7,ISD ROMA,unknown,0.0,427,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,3.0,4,4,12.0,3.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX21502,TX2150200,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual,12.0,7,STEPHENS COUNTY CONSTABL,unknown,0.0,429,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
TX22055,TX2205500,TX,48,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0|0|0|1|0|0|0,nibrs_srs_equivalent_annual|srs_return_a_annual,12.0,7,ISD CASTLEBERRY,unknown,0.0,439,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,1.0,10,10,10.0,1.0,9.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL00325,AL0032500,AL,01,2024,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|0|4|0,nibrs_srs_equivalent_annual,12.0,7,DEPT OF CONSERVATION MO,unknown,0.0,101,,fbi_cde_agency_roster,1.0,1.0,overlap,01:statewide_overlap_layer,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL00329,AL0032900,AL,01,2024,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|0|4|0,nibrs_srs_equivalent_annual,12.0,7,FAULKNER UNIVERSITY,special_jurisdiction,0.0,101,,fbi_cde_agency_roster,1.0,1.0,overlap,01:statewide_overlap_layer,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL02604,AL0260400,AL,01,2024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0|0|0|0|0|1|1,nibrs_srs_equivalent_annual,11.0,7,NAPIER FIELD,local_police,417.0,045,53256,srs_agency_header,1.0,1.0,exclusive,01:municipal:place:0153256,2.0,5,5,10.0,2.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL04205,AL0420500,AL,01,2024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0|0|0|0|0|1|1,cius_publication_annual,12.0,7,NORTH COURTLAND,local_police,620.0,079,55044,srs_agency_header,1.0,1.0,exclusive,01:municipal:place:0155044,2.0,5,5,10.0,2.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL04604,AL0460400,AL,01,2024,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|0|4|0,nibrs_srs_equivalent_annual,8.0,7,FRANKLIN,local_police,566.0,087,28024,srs_agency_header,1.0,1.0,exclusive,01:municipal:place:0128024,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL04606,AL0460600,AL,01,2024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0|0|0|0|0|1|1,nibrs_srs_equivalent_annual,9.0,7,SHORTER,local_police,409.0,087,70128,srs_agency_header,1.0,1.0,exclusive,01:municipal:place:0170128,2.0,5,5,10.0,2.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL05604,AL0560400,AL,01,2024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0|0|0|0|0|1|1,nibrs_srs_equivalent_annual,12.0,7,SOUTHERN UNION STATE CC,special_jurisdiction,0.0,111,,fbi_cde_agency_roster,1.0,1.0,overlap,01:statewide_overlap_layer,2.0,5,5,10.0,2.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
AL06000,AL0600000,AL,01,2024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0|0|0|0|0|1|1,nibrs_srs_equivalent_annual,12.0,7,SUMTER,sheriff,6759.0,119,99119,srs_agency_header,1.0,1.0,exclusive,01:state_nonmunicipal_remainder,2.0,5,5,10.0,2.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL00508,FL0050800,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,state_publication_annual,12.0,7,MELBOURNE BEACH,local_police,3321.0,009,44000,srs_agency_header,1.0,1.0,exclusive,12:municipal:place:1244000,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL01090,FL0109000,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,12.0,7,HP CLAY COUNTY,state_law_enforcement,0.0,019,99019,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL01327,FL0132700,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,state_publication_annual,12.0,7,MEDLEY,local_police,1031.0,086,43900,srs_agency_header,1.0,1.0,exclusive,12:municipal:place:1243900,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL02290,FL0229000,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,12.0,7,HP GLADES COUNTY,state_law_enforcement,0.0,043,99043,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL03704,FL0370400,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,state_publication_annual,12.0,7,DLE LEON CO TALLAHASSEE,state_law_enforcement,0.0,073,70600,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL03709,FL0370900,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,state_publication_annual,12.0,7,CAPITOL POLICE,special_jurisdiction,0.0,073,70600,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL03890,FL0389000,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,HP LEVY COUNTY,state_law_enforcement,0.0,075,99075,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,12.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL04604,FL0460400,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,state_publication_annual,12.0,7,VALPARAISO,local_police,5941.0,091,73675,srs_agency_header,1.0,1.0,exclusive,12:municipal:place:1273675,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL05018,FL0501800,FL,12,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,12.0,7,JUPITER INLET COLONY,local_police,459.0,099,35900,srs_agency_header,1.0,1.0,exclusive,12:municipal:place:1235900,1.0,9,9,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL05690,FL0569000,FL,12,2024,4.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0|0|0|4|0|3|1,srs_return_a_annual,1.0,0,HP ST LUCIE COUNTY,state_law_enforcement,0.0,111,24300,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,96.0,2,2,16.0,8.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
FL06490,FL0649000,FL,12,2024,4.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0|0|0|4|0|3|1,srs_return_a_annual,1.0,0,HP VOLUSIA COUNTY,state_law_enforcement,0.0,127,16875,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,96.0,2,2,16.0,8.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
KY03302,KY0330200,KY,21,2024,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|1|3|0,cius_publication_annual,12.0,7,RAVENNA,local_police,571.0,065,64092,srs_agency_header,1.0,1.0,exclusive,21:municipal:place:2164092,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
KY04602,KY0460200,KY,21,2024,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|1|3|0,cius_publication_annual,12.0,7,LEWISPORT,local_police,1749.0,091,45136,srs_agency_header,1.0,1.0,exclusive,21:municipal:place:2145136,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
KY10005,KY1000500,KY,21,2024,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|1|3|0,cius_publication_annual,12.0,7,FERGUSON,local_police,948.0,199,27010,srs_agency_header,1.0,1.0,exclusive,21:municipal:place:2127010,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MA00207,MA0020700,MA,25,2024,3.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,0|0|0|3|1|4|0,cius_publication_annual,12.0,7,EGREMONT,local_police,1376.0,003,21360,srs_agency_header,1.0,1.0,exclusive,25:municipal:cousub:2500321360,8.0,2,2,16.0,8.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MA01435,MA0143500,MA,25,2024,3.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,0|0|0|3|1|4|0,cius_publication_annual,12.0,7,OAKHAM,local_police,1970.0,027,50670,srs_agency_header,1.0,1.0,exclusive,25:municipal:cousub:2502750670,8.0,2,2,16.0,8.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
ME00404,ME0040400,ME,23,2024,0.0,1.0,6.0,1.0,0.0,0.0,0.0,8.0,0|0|0|0|1|6|1,cius_publication_annual,12.0,7,RANGELEY,local_police,1321.0,007,61840,srs_agency_header,1.0,1.0,exclusive,23:municipal:cousub:2300761840,8.0,2,2,16.0,8.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
ME01004,ME0100400,ME,23,2024,0.0,1.0,6.0,1.0,0.0,0.0,0.0,8.0,0|0|0|0|1|6|1,nibrs_srs_equivalent_annual,12.0,7,LINCOLN,local_police,4891.0,019,39475,srs_agency_header,1.0,1.0,exclusive,23:municipal:cousub:2301939475,8.0,2,2,16.0,8.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MI13801,MI1380100,MI,26,2024,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|1|0|3|0,cius_publication_annual,12.0,7,KELLOGG COMMUNITY COLLEG,special_jurisdiction,0.0,025,05920,srs_agency_header,1.0,1.0,overlap,26:statewide_overlap_layer,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MI36295,MI3629500,MI,26,2024,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|1|0|3|0,cius_publication_annual,12.0,7,CASPIAN GAASTRA,local_police,1166.0,071,99991,srs_agency_header,1.0,1.0,exclusive,26:municipal:place:2613860,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MI59761,MI5976100,MI,26,2024,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|1|0|3|0,cius_publication_annual,12.0,7,STANTON,local_police,1435.0,117,76220,srs_agency_header,1.0,1.0,exclusive,26:municipal:place:2676220,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO00503,MO0050300,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,11.0,7,EXETER,local_police,773.0,009,23122,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2923122,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO01802,MO0180200,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,9.0,7,ELLSINORE,local_police,441.0,035,21916,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2921916,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO03504,MO0350400,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,11.0,7,HORNERSVILLE,local_police,613.0,069,33076,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2933076,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO07201,MO0720100,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual|srs_return_a_annual,12.0,7,GIDEON,local_police,985.0,143,26974,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2926974,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO08103,MO0810300,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,2.0,7,DOOLITTLE,local_police,602.0,161,19828,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2919828,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO08409,MO0840900,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,9.0,7,FAIR PLAY,local_police,489.0,167,23428,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2923428,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO08901,MO0890100,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,cius_publication_annual,12.0,7,HARDIN,local_police,558.0,177,30322,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2930322,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO09505,MO0950500,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual|srs_return_a_annual,3.0,6,BEL NOR,local_police,1453.0,189,04348,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2904348,4.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MO11304,MO1130400,MO,29,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,10.0,7,FORDLAND,local_police,861.0,225,25012,srs_agency_header,1.0,1.0,exclusive,29:municipal:place:2925012,1.0,11,10,9.0,1.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NB00201,NB0020100,NE,31,2024,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0|0|0|0|0|3|1,nibrs_srs_equivalent_annual,9.0,7,NELIGH,local_police,1510.0,003,33775,srs_agency_header,1.0,1.0,exclusive,31:municipal:place:3133775,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NB01102,NB0110200,NE,31,2024,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0|0|0|0|0|3|1,nibrs_srs_equivalent_annual,11.0,7,OAKLAND,local_police,1374.0,021,35490,srs_agency_header,1.0,1.0,exclusive,31:municipal:place:3135490,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NB06003,NB0600300,NE,31,2024,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0|0|0|0|0|3|1,nibrs_srs_equivalent_annual,8.0,7,MADISON,local_police,2390.0,119,30240,srs_agency_header,1.0,1.0,exclusive,31:municipal:place:3130240,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH00306,NH0030600,NH,33,2024,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|1|3|0,cius_publication_annual,12.0,7,DUBLIN,local_police,1596.0,005,19140,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3300519140,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH00540,NH0054000,NH,33,2024,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|0|4|0,cius_publication_annual,12.0,7,HEBRON,local_police,665.0,009,35220,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3300935220,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH00548,NH0054800,NH,33,2024,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|0|4|0,cius_publication_annual,12.0,7,LISBON,local_police,1662.0,009,42020,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3300942020,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH00728,NH0072800,NH,33,2024,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|0|4|0,nibrs_srs_equivalent_annual,11.0,7,HILL,local_police,1118.0,013,35860,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3301335860,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH01000,NH0100000,NH,33,2024,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|1|3|0,nibrs_srs_equivalent_annual,12.0,7,SULLIVAN,sheriff,2790.0,019,99019,srs_agency_header,1.0,1.0,exclusive,33:state_nonmunicipal_remainder,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH01012,NH0101200,NH,33,2024,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|1|3|0,cius_publication_annual,12.0,7,GRANTHAM,local_police,3511.0,019,31220,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3301931220,4.0,3,3,12.0,4.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NJ00731,NJ0073100,NJ,34,2024,1.0,0.0,5.0,2.0,0.0,0.0,0.0,8.0,0|0|0|1|0|5|2,nibrs_srs_equivalent_annual,10.0,7,ESSEX COUNTY COLLEGE,special_jurisdiction,0.0,013,99013,srs_agency_header,1.0,1.0,overlap,34:statewide_overlap_layer,8.0,2,2,16.0,8.0,8.0,T2_different_ori7_identical_signature,identical_7_offense_vector
